judul_berita,tanggal,website,data_cleansing,data_case_folding,tokens,stopword_removal,lemmatization,informal_to_formal_indo,informal_to_formal_indo_english
Presiden RI Joko Widodo akan Dianugerahi Medali Kehormatan Loka Praja Samrakshana Polri,2024-10-14,https://www.hulondalo.id/news/96413734745/presiden-ri-joko-widodo-akan-dianugerahi-medali-kehormatan-loka-praja-samrakshana-polri,Presiden RI Joko Widodo akan Dianugerahi Medali Kehormatan Loka Praja Samrakshana Polri,presiden ri joko widodo akan dianugerahi medali kehormatan loka praja samrakshana polri,"['presiden', 'ri', 'joko', 'widodo', 'akan', 'dianugerahi', 'medali', 'kehormatan', 'loka', 'praja', 'samrakshana', 'polri']","['presiden', 'ri', 'joko', 'widodo', 'dianugerahi', 'medali', 'kehormatan', 'loka', 'praja', 'samrakshana', 'polri']","['presiden', 'ri', 'joko', 'widodo', 'dianugerahi', 'medali', 'kehormatan', 'loka', 'praja', 'samrakshana', 'polri']",presiden ri joko widodo dianugerahi medali kehormatan loka praja samrakshana polri,Indonesian President Joko Widodo was awarded the Honorary Medal of Loka Praja Samrakshana Polri
"Imam Besar Istiqlal Dukung Program Makan Bergizi Gratis, Ingatkan Hadistnya untuk Anak",2024-10-14,https://www.hulondalo.id/news/96413734556/imam-besar-istiqlal-dukung-program-makan-bergizi-gratis-ingatkan-hadistnya-untuk-anak,Imam Besar Istiqlal Dukung Program Makan Bergizi Gratis  Ingatkan Hadistnya untuk Anak,imam besar istiqlal dukung program makan bergizi gratis  ingatkan hadistnya untuk anak,"['imam', 'besar', 'istiqlal', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'ingatkan', 'hadistnya', 'untuk', 'anak']","['imam', 'istiqlal', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'ingatkan', 'hadistnya', 'anak']","['imam', 'istiqlal', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'ingatkan', 'hadistnya', 'anak']",imam istiqlal dukung program makan bergizi gratis ingatkan hadistnya anak,Imam Istiqlal Supports Free Nutritious Eating Programs Reminding Children's Hadith
Presiden Joe Biden Kirim 6 Perwakilan AS untuk Hadiri Pelantikan Prabowo,2024-10-14,https://www.hulondalo.id/politik/96413734457/presiden-joe-biden-kirim-6-perwakilan-as-untuk-hadiri-pelantikan-prabowo,Presiden Joe Biden Kirim  Perwakilan AS untuk Hadiri Pelantikan Prabowo,presiden joe biden kirim  perwakilan as untuk hadiri pelantikan prabowo,"['presiden', 'joe', 'biden', 'kirim', 'perwakilan', 'as', 'untuk', 'hadiri', 'pelantikan', 'prabowo']","['presiden', 'joe', 'biden', 'kirim', 'perwakilan', 'as', 'hadiri', 'pelantikan', 'prabowo']","['presiden', 'joe', 'biden', 'kirim', 'perwakilan', 'a', 'hadiri', 'pelantikan', 'prabowo']",presiden joe biden kirim perwakilan a hadiri pelantikan prabowo,President Joe Biden sent representatives A attending Prabowo's inauguration
"Pemerintah Kabupaten Bone Bolango Buka Seleksi PPPK 2024: Tenaga Guru, Kesehatan, dan Teknis Pelaksana, Simak Persyaratannya!",2024-10-14,https://www.hulondalo.id/news/96413734404/pemerintah-kabupaten-bone-bolango-buka-seleksi-pppk-2024-tenaga-guru-kesehatan-dan-teknis-pelaksana-simak-persyaratannya,Pemerintah Kabupaten Bone Bolango Buka Seleksi PPK   Tenaga Guru  Kesehatan  dan Teknis Pelaksana  Simak Persyaratannya ,pemerintah kabupaten bone bolango buka seleksi ppk   tenaga guru  kesehatan  dan teknis pelaksana  simak persyaratannya ,"['pemerintah', 'kabupaten', 'bone', 'bolango', 'buka', 'seleksi', 'ppk', 'tenaga', 'guru', 'kesehatan', 'dan', 'teknis', 'pelaksana', 'simak', 'persyaratannya']","['pemerintah', 'kabupaten', 'bone', 'bolango', 'buka', 'seleksi', 'ppk', 'tenaga', 'guru', 'kesehatan', 'teknis', 'pelaksana', 'simak', 'persyaratannya']","['pemerintah', 'kabupaten', 'bone', 'bolango', 'buka', 'seleksi', 'ppk', 'tenaga', 'guru', 'kesehatan', 'teknis', 'pelaksana', 'simak', 'persyaratannya']",pemerintah kabupaten bone bolango buka seleksi ppk tenaga guru kesehatan teknis pelaksana simak persyaratannya,Bone Bolango Regency Government Opens the PPK Selection of Technical Health Teachers Implementing the requirements
Pemprov Gorontalo Apresiasi Prestasi Pemkab Boalemo di,2024-10-13,https://berita.gorontaloprov.go.id/2024/10/13/pemprov-gorontalo-apresiasi-prestasi-pemkab-boalemo-di-usia-ke-25/,Pemprov Gorontalo Apresiasi Prestasi Pemkab Boalemo di,pemprov gorontalo apresiasi prestasi pemkab boalemo di,"['pemprov', 'gorontalo', 'apresiasi', 'prestasi', 'pemkab', 'boalemo', 'di']","['pemprov', 'gorontalo', 'apresiasi', 'prestasi', 'pemkab', 'boalemo']","['pemprov', 'gorontalo', 'apresiasi', 'prestasi', 'pemkab', 'boalemo']",pemprov gorontalo apresiasi prestasi pemkab boalemo,Gorontalo Provincial Government Appreciates the achievements of the Boalemo Regency Government
The Girl Market Surabaya Hari Kedua: Rayakan Kekuatan dan Keunikan Perempuan,2024-10-13,https://www.hulondalo.id/gayahidup/96413729042/the-girl-market-surabaya-hari-kedua-rayakan-kekuatan-dan-keunikan-perempuan,The Girl Market Surabaya Hari Kedua  Rayakan Kekuatan dan Keunikan Perempuan,the girl market surabaya hari kedua  rayakan kekuatan dan keunikan perempuan,"['the', 'girl', 'market', 'surabaya', 'hari', 'kedua', 'rayakan', 'kekuatan', 'dan', 'keunikan', 'perempuan']","['the', 'girl', 'market', 'surabaya', 'rayakan', 'kekuatan', 'keunikan', 'perempuan']","['the', 'girl', 'market', 'surabaya', 'rayakan', 'kekuatan', 'keunikan', 'perempuan']",the girl market surabaya rayakan kekuatan keunikan perempuan,The Girl Market Surabaya Celebrates the Strength of Women's uniqueness
Program Pengusaha Muda BRILIaN 2024: BRI Beri Hadiah Rp390 Juta dan Pinjaman Bunga 0% untuk UKM,2024-10-13,https://www.hulondalo.id/ekbis/96413728882/program-pengusaha-muda-brilian-2024-bri-beri-hadiah-rp390-juta-dan-pinjaman-bunga-0-untuk-ukm,Program Pengusaha Muda BRILIaN   BRI Beri Hadiah Rp Juta dan Pinjaman Bunga   untuk UKM,program pengusaha muda brilian   bri beri hadiah rp juta dan pinjaman bunga   untuk ukm,"['program', 'pengusaha', 'muda', 'brilian', 'bri', 'beri', 'hadiah', 'rp', 'juta', 'dan', 'pinjaman', 'bunga', 'untuk', 'ukm']","['program', 'pengusaha', 'muda', 'brilian', 'bri', 'hadiah', 'rp', 'juta', 'pinjaman', 'bunga', 'ukm']","['program', 'pengusaha', 'muda', 'brilian', 'bri', 'hadiah', 'rp', 'juta', 'pinjaman', 'bunga', 'ukm']",program pengusaha muda brilian bri hadiah rp juta pinjaman bunga ukm,BRI BRILIAN BRILIAN BRILIAN Entrepreneur Program Prize Rp. Million UKM Flower Loans
"Tim MULUS Pesimis dengan Program 2 Ekor Sapi, Jubir IRIS: Wajarlah, Pengalaman Ismet Mile dan Merlan Memang Beda Kemampuannya",2024-10-13,https://www.hulondalo.id/politik/96413728648/tim-mulus-pesimis-dengan-program-2-ekor-sapi-jubir-iris-wajarlah-pengalaman-ismet-mile-dan-merlan-memang-beda-kemampuannya,Tim MULUS Pesimis dengan Program  Ekor Sapi  Jubir IRIS  Wajarlah  Pengalaman Ismet Mile dan Merlan Memang Beda Kemampuannya,tim mulus pesimis dengan program  ekor sapi  jubir iris  wajarlah  pengalaman ismet mile dan merlan memang beda kemampuannya,"['tim', 'mulus', 'pesimis', 'dengan', 'program', 'ekor', 'sapi', 'jubir', 'iris', 'wajarlah', 'pengalaman', 'ismet', 'mile', 'dan', 'merlan', 'memang', 'beda', 'kemampuannya']","['tim', 'mulus', 'pesimis', 'program', 'ekor', 'sapi', 'jubir', 'iris', 'wajarlah', 'pengalaman', 'ismet', 'mile', 'merlan', 'beda', 'kemampuannya']","['tim', 'mulus', 'pesimis', 'program', 'ekor', 'sapi', 'jubir', 'iris', 'wajarlah', 'pengalaman', 'ismet', 'mile', 'merlan', 'beda', 'kemampuannya']",tim mulus pesimis program ekor sapi jubir iris wajarlah pengalaman ismet mile merlan beda kemampuannya,The smooth team is pessimistic that the sliced ​​spokesman tail program is natural for the experience of Ismet Mile Merlan with its ability
Pj Gubernur Minta Penyaluran Logistik Pilkada di,2024-10-12,https://berita.gorontaloprov.go.id/2024/10/12/pj-gubernur-minta-penyaluran-logistik-pilkada-di-gorontalo-dikawal-ketat/,Pj Gubernur Minta Penyaluran Logistik Pilkada di,pj gubernur minta penyaluran logistik pilkada di,"['pj', 'gubernur', 'minta', 'penyaluran', 'logistik', 'pilkada', 'di']","['pj', 'gubernur', 'penyaluran', 'logistik', 'pilkada']","['pj', 'gubernur', 'penyaluran', 'logistik', 'pilkada']",pj gubernur penyaluran logistik pilkada,Acting Governor of Pilkada Logistics Distribution
"Keseruan The Girl Market Surabaya: Talkshow Inspiratif, Workshop Parfum, Hingga Musik Kpop",2024-10-12,https://www.hulondalo.id/gayahidup/96413724993/keseruan-the-girl-market-surabaya-talkshow-inspiratif-workshop-parfum-hingga-musik-kpop,Keseruan The Girl Market Surabaya  Talkshow Inspiratif  Workshop Parfum  Hingga Musik Kpop,keseruan the girl market surabaya  talkshow inspiratif  workshop parfum  hingga musik kpop,"['keseruan', 'the', 'girl', 'market', 'surabaya', 'talkshow', 'inspiratif', 'workshop', 'parfum', 'hingga', 'musik', 'kpop']","['keseruan', 'the', 'girl', 'market', 'surabaya', 'talkshow', 'inspiratif', 'workshop', 'parfum', 'musik', 'kpop']","['keseruan', 'the', 'girl', 'market', 'surabaya', 'talkshow', 'inspiratif', 'workshop', 'parfum', 'musik', 'kpop']",keseruan the girl market surabaya talkshow inspiratif workshop parfum musik kpop,The excitement of The Girl Market Surabaya Talkshow Inspirational Workshop of Kpop Music Perfume
"Dirut BRI Sunarso Ungkap Cara Agar Indonesia Keluar dari Middle Income Trap, Ketahanan Pangan hingga Lapangan Kerja Jadi Kunci",2024-10-12,https://www.hulondalo.id/ekbis/96413725105/dirut-bri-sunarso-ungkap-cara-agar-indonesia-keluar-dari-middle-income-trap-ketahanan-pangan-hingga-lapangan-kerja-jadi-kunci,Dirut BRI Sunarso Ungkap Cara Agar Indonesia Keluar dari Middle Income Trap  Ketahanan Pangan hingga Lapangan Kerja Jadi Kunci,dirut bri sunarso ungkap cara agar indonesia keluar dari middle income trap  ketahanan pangan hingga lapangan kerja jadi kunci,"['dirut', 'bri', 'sunarso', 'ungkap', 'cara', 'agar', 'indonesia', 'keluar', 'dari', 'middle', 'income', 'trap', 'ketahanan', 'pangan', 'hingga', 'lapangan', 'kerja', 'jadi', 'kunci']","['dirut', 'bri', 'sunarso', 'indonesia', 'middle', 'income', 'trap', 'ketahanan', 'pangan', 'lapangan', 'kerja', 'kunci']","['dirut', 'bri', 'sunarso', 'indonesia', 'middle', 'income', 'trap', 'ketahanan', 'pangan', 'lapangan', 'kerja', 'kunci']",dirut bri sunarso indonesia middle income trap ketahanan pangan lapangan kerja kunci,Managing Director of BRI Sunarso Indonesia Middle Income Trap Food Security Key Jobs
Pj Gubernur Minta KPU-Bawaslu Kawal Ketat Penyaluran Logistik Pilkada Serentak,2024-10-12,https://www.hulondalo.id/news/96413723798/pj-gubernur-minta-kpu-bawaslu-kawal-ketat-penyaluran-logistik-pilkada-serentak,Pj Gubernur Minta KPU Bawaslu Kawal Ketat Penyaluran Logistik Pilkada Serentak,pj gubernur minta kpu bawaslu kawal ketat penyaluran logistik pilkada serentak,"['pj', 'gubernur', 'minta', 'kpu', 'bawaslu', 'kawal', 'ketat', 'penyaluran', 'logistik', 'pilkada', 'serentak']","['pj', 'gubernur', 'kpu', 'bawaslu', 'kawal', 'ketat', 'penyaluran', 'logistik', 'pilkada', 'serentak']","['pj', 'gubernur', 'kpu', 'bawaslu', 'kawal', 'ketat', 'penyaluran', 'logistik', 'pilkada', 'serentak']",pj gubernur kpu bawaslu kawal ketat penyaluran logistik pilkada serentak,Acting Governor of KPU Bawaslu Kawal Tight Logistics Distribution of Simultaneous Logistics
Pertemuan Hangat Prabowo dan Ketua Majelis Syuro PKS di Kertanegara: Kawan Lama Ketemu Lagi,2024-10-12,https://www.hulondalo.id/politik/96413723690/pertemuan-hangat-prabowo-dan-ketua-majelis-syuro-pks-di-kertanegara-kawan-lama-ketemu-lagi,Pertemuan Hangat Prabowo dan Ketua Majelis Syuro PKS di Kertanegara  Kawan Lama Ketemu Lagi,pertemuan hangat prabowo dan ketua majelis syuro pks di kertanegara  kawan lama ketemu lagi,"['pertemuan', 'hangat', 'prabowo', 'dan', 'ketua', 'majelis', 'syuro', 'pks', 'di', 'kertanegara', 'kawan', 'lama', 'ketemu', 'lagi']","['pertemuan', 'hangat', 'prabowo', 'ketua', 'majelis', 'syuro', 'pks', 'kertanegara', 'kawan', 'ketemu']","['pertemuan', 'hangat', 'prabowo', 'ketua', 'majelis', 'syuro', 'pks', 'kertanegara', 'kawan', 'ketemu']",pertemuan hangat prabowo ketua majelis syuro pks kertanegara kawan ketemu,Warm Meeting Prabowo Chairman of the PKS Syuro Council Kertanegara Kawan Meet
"Prabowo Sambut Hangat Ketua Majelis Syuro PKS, Kenang Kerjasama Politik Masa Lalu",2024-10-12,https://www.hulondalo.id/politik/96413723574/prabowo-sambut-hangat-ketua-majelis-syuro-pks-kenang-kerjasama-politik-masa-lalu,Prabowo Sambut Hangat Ketua Majelis Syuro PKS  Kenang Kerjasama Politik Masa Lalu,prabowo sambut hangat ketua majelis syuro pks  kenang kerjasama politik masa lalu,"['prabowo', 'sambut', 'hangat', 'ketua', 'majelis', 'syuro', 'pks', 'kenang', 'kerjasama', 'politik', 'masa', 'lalu']","['prabowo', 'sambut', 'hangat', 'ketua', 'majelis', 'syuro', 'pks', 'kenang', 'kerjasama', 'politik']","['prabowo', 'sambut', 'hangat', 'ketua', 'majelis', 'syuro', 'pks', 'kenang', 'kerjasama', 'politik']",prabowo sambut hangat ketua majelis syuro pks kenang kerjasama politik,Prabowo Warm Welcoming Chairperson of the PKS Syuro Council Remembering Political Cooperation
"Keluarga Mantan Bupati Hamim Pou Dukung Paslon IRIS Ketimbang MULUS di Pilkada Bone Bolango, Ternyata ini Alasannya",2024-10-12,https://www.hulondalo.id/politik/96413723539/keluarga-mantan-bupati-hamim-pou-dukung-paslon-iris-ketimbang-mulus-di-pilkada-bone-bolango-ternyata-ini-alasannya,Keluarga Mantan Bupati Hamim Pou Dukung Paslon IRIS Ketimbang MULUS di Pilkada Bone Bolango  Ternyata ini Alasannya,keluarga mantan bupati hamim pou dukung paslon iris ketimbang mulus di pilkada bone bolango  ternyata ini alasannya,"['keluarga', 'mantan', 'bupati', 'hamim', 'pou', 'dukung', 'paslon', 'iris', 'ketimbang', 'mulus', 'di', 'pilkada', 'bone', 'bolango', 'ternyata', 'ini', 'alasannya']","['keluarga', 'mantan', 'bupati', 'hamim', 'pou', 'dukung', 'paslon', 'iris', 'ketimbang', 'mulus', 'pilkada', 'bone', 'bolango', 'alasannya']","['keluarga', 'mantan', 'bupati', 'hamim', 'pou', 'dukung', 'paslon', 'iris', 'ketimbang', 'mulus', 'pilkada', 'bone', 'bolango', 'alasannya']",keluarga mantan bupati hamim pou dukung paslon iris ketimbang mulus pilkada bone bolango alasannya,The family of former Hamim Pou Regent supports the IRIS candidate pair rather than smooth the Bone Bolango Pilkada the reason
Majelis Syuro PKS Optimis Indonesia Maju di Bawah Kepemimpinan Prabowo,2024-10-12,https://www.hulondalo.id/politik/96413723484/majelis-syuro-pks-optimis-indonesia-maju-di-bawah-kepemimpinan-prabowo,Majelis Syuro PKS Optimis Indonesia Maju di Bawah Kepemimpinan Prabowo,majelis syuro pks optimis indonesia maju di bawah kepemimpinan prabowo,"['majelis', 'syuro', 'pks', 'optimis', 'indonesia', 'maju', 'di', 'bawah', 'kepemimpinan', 'prabowo']","['majelis', 'syuro', 'pks', 'optimis', 'indonesia', 'maju', 'kepemimpinan', 'prabowo']","['majelis', 'syuro', 'pks', 'optimis', 'indonesia', 'maju', 'kepemimpinan', 'prabowo']",majelis syuro pks optimis indonesia maju kepemimpinan prabowo,The PKS Syuro Council is optimistic that Indonesia will advance Prabowo's leadership
Pengamat: Menteri BUMN Harus Paham Peta Ekonomi dan Berani Menolak Campur Tangan Politik,2024-10-12,https://www.hulondalo.id/ekbis/96413723289/pengamat-menteri-bumn-harus-paham-peta-ekonomi-dan-berani-menolak-campur-tangan-politik,Pengamat  Menteri BUMN Harus Paham Peta Ekonomi dan Berani Menolak Campur Tangan Politik,pengamat  menteri bumn harus paham peta ekonomi dan berani menolak campur tangan politik,"['pengamat', 'menteri', 'bumn', 'harus', 'paham', 'peta', 'ekonomi', 'dan', 'berani', 'menolak', 'campur', 'tangan', 'politik']","['pengamat', 'menteri', 'bumn', 'paham', 'peta', 'ekonomi', 'berani', 'menolak', 'campur', 'tangan', 'politik']","['pengamat', 'menteri', 'bumn', 'paham', 'peta', 'ekonomi', 'berani', 'menolak', 'campur', 'tangan', 'politik']",pengamat menteri bumn paham peta ekonomi berani menolak campur tangan politik,Observer of the Minister of BUMN Understanding Economic Map Dares to Refuse Political Interference
"UBM Gorontalo Resmi Miliki Prodi Manajemen Kontrak Pemerintah, Ini Keunggulannya",2024-10-12,https://www.hulondalo.id/edukasi/96413722818/ubm-gorontalo-resmi-miliki-prodi-manajemen-kontrak-pemerintah-ini-keunggulannya,UBM Gorontalo Resmi Miliki Prodi Manajemen Kontrak Pemerintah  Ini Keunggulannya,ubm gorontalo resmi miliki prodi manajemen kontrak pemerintah  ini keunggulannya,"['ubm', 'gorontalo', 'resmi', 'miliki', 'prodi', 'manajemen', 'kontrak', 'pemerintah', 'ini', 'keunggulannya']","['ubm', 'gorontalo', 'resmi', 'miliki', 'prodi', 'manajemen', 'kontrak', 'pemerintah', 'keunggulannya']","['ubm', 'gorontalo', 'resmi', 'miliki', 'prodi', 'manajemen', 'kontrak', 'pemerintah', 'keunggulannya']",ubm gorontalo resmi miliki prodi manajemen kontrak pemerintah keunggulannya,UBM Gorontalo officially has a Government Contract Management Study Program
"Politisi PDIP: Prabowo Sudah Kantongi Nama Menteri BUMN, Kita Awasi!",2024-10-12,https://www.hulondalo.id/ekbis/96413722851/politisi-pdip-prabowo-sudah-kantongi-nama-menteri-bumn-kita-awasi,Politisi PDIP  Prabowo Sudah Kantongi Nama Menteri BUMN  Kita Awasi ,politisi pdip  prabowo sudah kantongi nama menteri bumn  kita awasi ,"['politisi', 'pdip', 'prabowo', 'sudah', 'kantongi', 'nama', 'menteri', 'bumn', 'kita', 'awasi']","['politisi', 'pdip', 'prabowo', 'kantongi', 'nama', 'menteri', 'bumn', 'awasi']","['politisi', 'pdip', 'prabowo', 'kantongi', 'nama', 'menteri', 'bumn', 'awasi']",politisi pdip prabowo kantongi nama menteri bumn awasi,PDIP politician Prabowo pocketed the name of the Minister of BUMN Monitoring
"Jadwal Resmi SKD CPNS 2024, Simak Cara Cek dan Ketentuan yang Harus Diperhatikan",2024-10-11,https://www.hulondalo.id/news/96413718239/jadwal-resmi-skd-cpns-2024-simak-cara-cek-dan-ketentuan-yang-harus-diperhatikan,Jadwal Resmi SKD CPNS   Simak Cara Cek dan Ketentuan yang Harus Diperhatikan,jadwal resmi skd cpns   simak cara cek dan ketentuan yang harus diperhatikan,"['jadwal', 'resmi', 'skd', 'cpns', 'simak', 'cara', 'cek', 'dan', 'ketentuan', 'yang', 'harus', 'diperhatikan']","['jadwal', 'resmi', 'skd', 'cpns', 'simak', 'cek', 'ketentuan', 'diperhatikan']","['jadwal', 'resmi', 'skd', 'cpns', 'simak', 'cek', 'ketentuan', 'diperhatikan']",jadwal resmi skd cpns simak cek ketentuan diperhatikan,"SKD CPNS Official Schedule, see checking the conditions for paying attention"
"Menunjang Fasilitas Kebersihan, Kades Buntulia Utara Adakan Bak Sampah Kontainer",2024-10-11,https://www.hulondalo.id/news/96413717861/menunjang-fasilitas-kebersihan-kades-buntulia-utara-adakan-bak-sampah-kontainer,Menunjang Fasilitas Kebersihan  Kades Buntulia Utara Adakan Bak Sampah Kontainer,menunjang fasilitas kebersihan  kades buntulia utara adakan bak sampah kontainer,"['menunjang', 'fasilitas', 'kebersihan', 'kades', 'buntulia', 'utara', 'adakan', 'bak', 'sampah', 'kontainer']","['menunjang', 'fasilitas', 'kebersihan', 'kades', 'buntulia', 'utara', 'adakan', 'bak', 'sampah', 'kontainer']","['menunjang', 'fasilitas', 'kebersihan', 'kades', 'buntulia', 'utara', 'adakan', 'bak', 'sampah', 'kontainer']",menunjang fasilitas kebersihan kades buntulia utara adakan bak sampah kontainer,supporting the cleaning facilities of the North Buntulia village head
"Amarah Warganet Menggema di Sosmed, Wasit Ahmed Al Kaf Disebut Perampok Kemenangan Perdana Indonesia Melaju ke Piala Dunia",2024-10-11,https://www.hulondalo.id/olahraga/96413717374/amarah-warganet-menggema-di-sosmed-wasit-ahmed-al-kaf-disebut-perampok-kemenangan-perdana-indonesia-melaju-ke-piala-dunia,Amarah Warganet Menggema di Sosmed  Wasit Ahmed Al Kaf Disebut Perampok Kemenangan Perdana Indonesia Melaju ke Piala Dunia,amarah warganet menggema di sosmed  wasit ahmed al kaf disebut perampok kemenangan perdana indonesia melaju ke piala dunia,"['amarah', 'warganet', 'menggema', 'di', 'sosmed', 'wasit', 'ahmed', 'al', 'kaf', 'disebut', 'perampok', 'kemenangan', 'perdana', 'indonesia', 'melaju', 'ke', 'piala', 'dunia']","['amarah', 'warganet', 'menggema', 'sosmed', 'wasit', 'ahmed', 'al', 'kaf', 'perampok', 'kemenangan', 'perdana', 'indonesia', 'melaju', 'piala', 'dunia']","['amarah', 'warganet', 'menggema', 'sosmed', 'wasit', 'ahmed', 'al', 'kaf', 'perampok', 'kemenangan', 'perdana', 'indonesia', 'melaju', 'piala', 'dunia']",amarah warganet menggema sosmed wasit ahmed al kaf perampok kemenangan perdana indonesia melaju piala dunia,The anger of citizens echoed the social media of the referee Ahmed Al Kaf Gobbers of Indonesia
